image_name,image_path,retrieved_captions,retrieved_scores,raw_rag,answer_rag,raw_no_rag,answer_no_rag
6307540579.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/6307540579.jpg,"[' A man at a skate park doing a stunt .', ' A boy on a bike descends a half pipe .', ' The skateboarder rides the pipe wall at a skater park .', ' A skateboarder skating at a skate park .', ' A man on a half pipe doing a skateboard trick .']","[0.31374698877334595, 0.30784115195274353, 0.30548059940338135, 0.3051222264766693, 0.3042254149913788]",A skateboarder is performing a trick at a skate park.,A skateboarder is performing a trick at a skate park.,A skateboarder is performing a trick on a ramp with a photographer taking a picture of them.,A skateboarder is performing a trick on a ramp with a photographer taking a picture of them.
4429660.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/4429660.jpg,"[' A man is passed out on a park bench .', ' Top-down view of a man sitting on a bench inside with a standing man facing him .', ' A gray-haired man with glasses is sitting on a large bench with his legs stretched out .', "" Man slightly bent over has child 's toy stuck between his legs ."", ' a man sits on a bench listing to his iPod']","[0.3617386519908905, 0.32823655009269714, 0.32624760270118713, 0.32613030076026917, 0.3192637860774994]",A man is passed out on a park bench.,A man is passed out on a park bench.,A man and woman sitting on a bench with the man's foot on the woman's knee.,A man and woman sitting on a bench with the man's foot on the woman's knee.
3188587858.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/3188587858.jpg,"[' A man rests on the side of the road with his camel .', ' This fisherman is mending his nets .', ' One man in his 60s holding a staff while wearing ethnic clothing .', ' Man working on fishing net .', ' A man sits on the beach outside his tent and makes something to eat .']","[0.33752304315567017, 0.3351513743400574, 0.31508517265319824, 0.31196239590644836, 0.30963611602783203]",A man is mending his fishing net on the beach.,A man is mending his fishing net on the beach.,A man is sitting on the ground and weaving a basket.,A man is sitting on the ground and weaving a basket.
758921886.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/758921886.jpg,"[' A young girl is at the bottom of a slide .', ' a little girl ends up at the bottom of the slide .', ' Distorted photograph of a child at the bottom of a slide .', ' A little girl lands at the bottom of a slide .', ' She loves taking a ride in the park , just look at that smile .']","[0.34576424956321716, 0.3447306156158447, 0.33614853024482727, 0.3315137028694153, 0.3204784691333771]",A young girl is at the bottom of a slide.,A young girl is at the bottom of a slide.,A young girl with a big smile is standing in a tunnel.,A young girl with a big smile is standing in a tunnel.
4645242031.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/4645242031.jpg,"[' A man with a video camera is taping while another paints art while onlookers pass by .', ' A group of people standing outside a newsstand .', ' A group of adults are waiting in line outside The Cheap Tab Shop .', ' Many cameras are set up against a barricade .', ' People standing around while a man tapes up banners .']","[0.32691511511802673, 0.30908504128456116, 0.30716007947921753, 0.30253833532333374, 0.30199500918388367]",A man with a video camera is taping while another paints art while onlookers pass by.,A man with a video camera is taping while another paints art while onlookers pass by.,A group of people are outside of a cafe with a man on a ladder and a camera on a tripod.,A group of people are outside of a cafe with a man on a ladder and a camera on a tripod.
4732894483.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/4732894483.jpg,"[' A man or woman with white face paint , wearing an orange colored bikini suit , sitting on a bicycle outside .', ' A person is riding a bicycle in a city past a shop called "" Kenji "" .', ' A girl riding a red bicycle in red heels and leg warmers , carrying takeout in a bag .', ' A girl in black shorts pushing a bike down the street .', ' A woman stops at red light on her bike .']","[0.3395351469516754, 0.33032193779945374, 0.3233993649482727, 0.3185350298881531, 0.3172062635421753]","A girl riding a red bicycle in red heels and leg warmers , carrying takeout in a bag.","A girl riding a red bicycle in red heels and leg warmers , carrying takeout in a bag.",A woman riding a red bicycle on a city street.,A woman riding a red bicycle on a city street.
2577450794.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/2577450794.jpg,"[' A small boy is sitting on a stack of tires .', ' Child crouches in tire .', ' A young boy pounding on an anvil .', ' A young boy appears to be hammering metal on top of an anvil .', ' A child is sitting in a hole filled with water .']","[0.3324587643146515, 0.3207504153251648, 0.318584680557251, 0.3183075189590454, 0.31668147444725037]",A young boy appears to be hammering metal on top of an anvil.,A young boy appears to be hammering metal on top of an anvil.,A boy is stirring a pot of food outside.,A boy is stirring a pot of food outside.
3689150386.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/3689150386.jpg,"[' A woman putting food out on a buffet .', ' A woman in a white dress is posing in a kitchen , next to a counter full of dishes of food .', ' A woman at home preparing dinner .', ' A woman in a white shirt and pink pants is standing behind a table laid out with cake , strawberries and punch .', ' A woman cooking in a kitchen .']","[0.32380110025405884, 0.31592702865600586, 0.31587979197502136, 0.2990485429763794, 0.29642701148986816]",A woman in a white dress is standing behind a table full of dishes of food.,A woman in a white dress is standing behind a table full of dishes of food.,A woman in a white dress is preparing a drink in a kitchen with a table full of food and drinks.,A woman in a white dress is preparing a drink in a kitchen with a table full of food and drinks.
3393152604.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/3393152604.jpg,"[' The black and white dog jumps by a log near a creek .', ' A black and white dog is biting onto a stick in the water .', ' A dog is plling a very large branch out of the water .', ' A black dog is slowly crossing a fallen log that is outstretched over a stream of water .', ' A dog with a stick in his mouth jumps over a fallen tree in the forest .']","[0.40464600920677185, 0.39441096782684326, 0.38713449239730835, 0.37634187936782837, 0.35384613275527954]",A black and white dog is slowly crossing a fallen log that is outstretched over a stream of water.,A black and white dog is slowly crossing a fallen log that is outstretched over a stream of water.,A black and white dog is playing with a stick in a muddy pond.,A black and white dog is playing with a stick in a muddy pond.
5491397203.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/5491397203.jpg,"[' A man behind the wheel of a ship , stops to pose for a picture .', ' A man stands in the distance on the ocean while he stands on a small boat .', ' An older male on a blue boat .', ' A man on a boat is wearing a diving outfit and looking at the camera .', ' Man with dreadlocks twirling batons near boats .']","[0.3228591978549957, 0.3060523569583893, 0.3038373589515686, 0.30003082752227783, 0.29904618859291077]",A man stands on a boat with a flag in the background.,A man stands on a boat with a flag in the background.,A man stands at the helm of a boat with a flag of Australia in the background.,A man stands at the helm of a boat with a flag of Australia in the background.
2659606300.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/2659606300.jpg,"[' A small child climbs stairs at a beach .', ' A small child in a pink sweater begins to climb a concrete staircase .', ' A little girl walking on a concrete boardwalk .', ' A girl walking up the stairs .', ' A person is walking down an incline .']","[0.35336193442344666, 0.3142596483230591, 0.31189098954200745, 0.3077448904514313, 0.2843737304210663]",A small child in a pink sweater begins to climb a concrete staircase.,A small child in a pink sweater begins to climb a concrete staircase.,A little girl in a pink jacket is walking up a steep flight of stairs.,A little girl in a pink jacket is walking up a steep flight of stairs.
4937760948.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/4937760948.jpg,"[' Inside a vehicle , a blond woman with a single-lens reflex ( SLR ) camera is gesturing at someone ( not visible ) behind her seat .', ' Little girl looking through a camera .', ' A girl is bent down with a video camera in hand .', ' girl wearing radio t-shirt has open mouth', ' A woman takes a picture during the day .']","[0.40260010957717896, 0.2974897027015686, 0.2972984313964844, 0.2943199574947357, 0.2941754460334778]",A woman is taking a picture in a car with a single-lens reflex camera.,A woman is taking a picture in a car with a single-lens reflex camera.,A woman in a car is holding a camera up to her face.,A woman in a car is holding a camera up to her face.
